"Time [us]","Current(w1) [A]","Current(w2) [A]","Current(w4) [A]","Current(w6) [A]","Current(w2)+Current(w4)+Current(w6) [A]"
0.67,-0.876306680043864,1.31323077806708,0.876637148261516,0.438902878330012,2.62877080465861
0.68,-0.904827052466019,1.35586175855516,0.905145855414321,0.453304853553553,2.71431246752303
0.69,-0.929776485888251,1.39313970074592,0.930081317428552,0.465921355252136,2.78914237342661
0.7,-0.951056516295154,1.42491749354284,0.951345113476732,0.476702594151629,2.8529652011712
0.710000000000001,-0.968583161128633,1.45106973502289,0.968853314474378,0.485606020129676,2.90552906962694
0.720000000000001,-0.98228725072869,1.47149322705197,0.982536814270153,0.49259649030107,2.94662653162319
0.730000000000001,-0.992114701314479,1.48610738256224,0.99234160232236,0.497646407825088,2.97609539270969
0.740000000000001,-0.998026728428272,1.49485454340128,0.998228976749193,0.500735830979696,2.99381935113017
0.750000000000001,-1,1.49770020796217,1.00017569700886,0.501852551947116,2.99972845691815
0.760000000000001,-0.998026728428271,1.4946331674004,0.998174075554636,0.500992145169888,2.99379938812492
0.770000000000001,-0.992114701314477,1.48566554949724,0.992232008129452,0.498157984899103,2.9760555425258
0.780000000000001,-0.982287250728688,1.47083277102849,0.982372942535464,0.493361232032508,2.94656694559646
0.790000000000001,-0.96858316112863,1.45019339770346,0.968635786006188,0.486620790156312,2.90544997386596
0.800000000000001,-0.951056516295152,1.42382891317701,0.951074751651702,0.477963231094782,2.85286689592349
0.810000000000001,-0.929776485888249,1.3918433972321,0.929759144420945,0.467422690108203,2.78902523176125
0.820000000000001,-0.904827052466017,1.35436311495472,0.904773087576622,0.45504073135129,2.71417693388263
0.830000000000001,-0.876306680043861,1.31153601862644,0.876215190612264,0.440866183881157,2.62861739311986
0.840000000000001,-0.844327925502012,1.26353116331928,0.844198160054972,0.424954949104173,2.53268427247842
0.850000000000001,-0.809016994374944,1.21053804008497,0.808848354622671,0.407369780231415,2.42675617493906
0.860000000000001,-0.770513242775786,1.15276582785828,0.770305286519476,0.388180034742702,2.31125114912046
0.870000000000001,-0.728968627421407,1.09044256781107,0.72872107077538,0.367461400734604,2.18662503932105
0.880000000000001,-0.684547105928684,1.02381426335732,0.68425982493106,0.345295598342627,2.05336968663101
0.890000000000001,-0.637423989748685,0.953143909409998,0.637097021246039,0.321770057288624,1.91201098794466
0.900000000000001,-0.587785252292468,0.878710454076788,0.587418794217026,0.296977571942984,1.7631068202368
0.910000000000001,-0.535826794978992,0.800807698035074,0.535421205927076,0.27101593517586,1.60724483913801
0.920000000000001,-0.48175367410171,0.719743134787396,0.481309472248867,0.243987552520556,1.44504015955682
0.930000000000001,-0.425779291565067,0.635836737142263,0.425297152944947,0.215999038078127,1.27713292816534
0.940000000000001,-0.368124552684673,0.549419694336881,0.367605308799705,0.18716079385876,1.10418579699535
0.950000000000001,-0.309016994374942,0.460833105006414,0.308461629213734,0.157586574152427,0.926881308372575
0.960000000000001,-0.248689887164849,0.370426630867749,0.248099533519119,0.127393036641951,0.745919201028819
0.970000000000001,-0.187381314585719,0.278557116782254,0.186757249830634,0.0966992821063503,0.562013648719238
0.980000000000001,-0.125333233564299,0.185587182373565,0.124676874797137,0.0656263844333428,0.375890441604045
0.99,-0.0627905195293133,0.0918837909468416,0.0621034181981798,0.0342969128808154,0.188284122025837
1,-1.1331077795296e-15,-0.00218319888558018,-0.000716164088155136,0.00283444838789339,-6.49145858419259e-05
